video_url,user_url,username,title,view_num,created_at,shortdesc,collected_at
/watch?v=pHM1I7v9bF8&pp=ygURQ2FsIEFuZGVyc29uIFBhcms%3D,/@KING5Seattle,KING 5 Seattle,Black Lives Memorial Garden demolished at Cal Anderson Park in Seattle,7.7K,1 month,Seattle Parks and Recreation (SPR) removed a community garden Wednesday that became a symbol of hope during the 2020 ...,2024-01-29 03:38:19.764518
/watch?v=JGmm-fmCNyE&pp=ygURQ2FsIEFuZGVyc29uIFBhcms%3D,/@LaoOcean,Lao Ocean,Evening Walk At CAL ANDERSON PARK in Seattle's CAPITOL HILL,1.7K,3 years,"Seattle #CalAnderson #Capitol Hill How does Cal Anderson Park look today, August 11, 2020? On this date I decided to go for an ...",2024-01-29 03:38:19.772519
/watch?v=jFc_U-wnqCc&pp=ygURQ2FsIEFuZGVyc29uIFBhcms%3D,/@4KNatureandCityWalks,4K Nature and City Walks,"Cal Anderson Park and Capitol Hill Arts District Seattle, Washington 2019 | Pine St, 12th Ave",2.3K,4 years,"A virtual walking tour in 4k past the Lincoln Reservoir, Cal Anderson Reflecting Pool, Bobby Morris Playfield and through the Arts ...",2024-01-29 03:38:19.776443
/watch?v=vXwAbyKvzVM&pp=ygURQ2FsIEFuZGVyc29uIFBhcms%3D,/@TVW_Washington,TVW,My Favorite Places - Cal Anderson Park,170,5 years,"Join Ralph Munro as we visit Cal Anderson Park in Seattle and tell the story of Senator Cal Anderson, Washington State's first ...",2024-01-29 03:38:19.784445
/watch?v=0nUINyEsIww&pp=ygURQ2FsIEFuZGVyc29uIFBhcms%3D,/@fox13seattle,FOX 13 Seattle,2 dead after Cal Anderson Park shooting | FOX 13 Seattle,7.3K,8 months,"Three people were shot, two of them fatally, in Seattle's Cal Anderson Park late Saturday night. Subscribe to FOX 13 Seattle: ...",2024-01-29 03:38:19.787236
/watch?v=9i4p4ZMgjz0&pp=ygURQ2FsIEFuZGVyc29uIFBhcms%3D,/@mohaiseattle,Museum of History & Industry (MOHAI),MOHAI Minute: Cal Anderson Park,1K,12 years,The Museum of History & Industry (MOHAI) presents a series of quickies that take you on a time-traveling journey to some of ...,2024-01-29 03:38:19.792282
/watch?v=OBUiWvM1MM0&pp=ygURQ2FsIEFuZGVyc29uIFBhcms%3D,/@KING5Seattle,KING 5 Seattle,"Mom of Cal Anderson Park shooting victims speaks out, seeking justice",1.7K,8 months,Terrence and Raylando Wilford were identified by the King County Medical Examiner's Office as the two men who died after being ...,2024-01-29 03:38:19.800365
/watch?v=xEBujWH4Aes&pp=ygURQ2FsIEFuZGVyc29uIFBhcms%3D,/@KING5Seattle,KING 5 Seattle,"2 killed, 1 injured in shooting at Seattle's Cal Anderson Park",25K,8 months,Two people are dead and another person is in critical condition after they were shot at Cal Anderson Park in Seattle Saturday ...,2024-01-29 03:38:19.804120
/watch?v=WsucaqwVkhk&pp=ygURQ2FsIEFuZGVyc29uIFBhcms%3D,/@komonews,KOMO News,Judge denies Cal Anderson Park resident's suit to block city's plan to remove encampment,27K,3 years,A federal judge will not stop the city from clearing out a homeless encampment at Cal Anderson Park.That ruling comes as a ...,2024-01-29 03:38:19.808394
/watch?v=5YUJyNWb1XE&pp=ygURQ2FsIEFuZGVyc29uIFBhcms%3D,/@KING5Seattle,KING 5 Seattle,Seattle Womxn's March rally in Cal Anderson Park,746,Streamed 5 years,Speakers take the stage at Cal Anderson Park in Seattle for the third Womxn's March rally.,2024-01-29 03:38:19.816686
/watch?v=ppazBTdpEqI&pp=ygURQ2FsIEFuZGVyc29uIFBhcms%3D,/@fox13seattle,FOX 13 Seattle,"Public safety, health concerns lead to removal of community garden removed from Cal Anderson",1.9K,1 month,Seattle Parks and Recreation has removed a community garden from Capitol Hill's Cal Anderson Park. It was planted in 2020 as ...,2024-01-29 03:38:19.825711
/watch?v=2-IQ6YXy-h8&pp=ygURQ2FsIEFuZGVyc29uIFBhcms%3D,/@KING5Seattle,KING 5 Seattle,Cal Anderson Park has seen a turbulent 2020,1.2K,3 years,Seattle's Cal Anderson Park has always been a meeting point for protests. But 2020 has been a particularly busy year.,2024-01-29 03:38:19.831189
/watch?v=HlyiPQz2lOY&pp=ygURQ2FsIEFuZGVyc29uIFBhcms%3D,/@KING5Seattle,KING 5 Seattle,'Riots to Revival' movement brings hundreds to Cal Anderson Park despite COVID-19 mandates,6.6K,3 years,Sean Feucht is a worship leader and political activist. He held a concert for hundreds Sunday at Seattle's Cal Anderson Park in ...,2024-01-29 03:38:19.835878
/watch?v=s203_TIS9Tk&pp=ygURQ2FsIEFuZGVyc29uIFBhcms%3D,/@KING5Seattle,KING 5 Seattle,Seattle police investigating deadly shooting at Cal Anderson Park,4.7K,1 year,"A man was killed in a deadly shooting at Cal Anderson Park early Saturday morning, according to the Seattle Police Department.",2024-01-29 03:38:19.839227
/watch?v=obXyzvK37FE&pp=ygURQ2FsIEFuZGVyc29uIFBhcms%3D,/@KING5Seattle,KING 5 Seattle,Seattle hires armed private security to patrol Cal Anderson Park,7.6K,3 years,Seattle Parks and Recreation has hired private security to patrol Cal Anderson Park in Capitol Hill overnight.,2024-01-29 03:38:19.842416
/watch?v=HbipyvXKkLI&pp=ygURQ2FsIEFuZGVyc29uIFBhcms%3D,/@KING5Seattle,KING 5 Seattle,Seattle police arrest 24 as crews clear homeless camp at Cal Anderson Park,27K,3 years,Seattle police began clearing a homeless camp in Cal Anderson Park Friday morning to allow the parks department to conduct ...,2024-01-29 03:38:19.846723
/watch?v=0lw9_0ZxFYc&pp=ygURQ2FsIEFuZGVyc29uIFBhcms%3D,/@KING5Seattle,KING 5 Seattle,Homicide suspect found dead in Seattle’s Cal Anderson Park,14K,3 years,Seattle police said a homicide suspect who barricaded himself inside a pump house in Cal Anderson Park was found dead.,2024-01-29 03:38:19.850219
/watch?v=ZFJNYBsgVXQ&pp=ygURQ2FsIEFuZGVyc29uIFBhcms%3D,/@fox13seattle,FOX 13 Seattle,Free Palestine rally held at Cal Anderson Park,1.2K,3 months,A rally is taking place in Seattle's Capitol Hill neighborhood to show support for the Palestinian people. Subscribe to FOX 13 ...,2024-01-29 03:38:19.853232
/watch?v=Zwl2kuDd2yE&pp=ygURQ2FsIEFuZGVyc29uIFBhcms%3D,/@KING5Seattle,KING 5 Seattle,Seattle Parks test out social distancing circles at Cal Anderson Park,2.7K,3 years,The circles mowed into the grass at Capitol Hill's Cal Anderson Park are meant to create 6 feet of distance between people who ...,2024-01-29 03:38:19.856164
/watch?v=6_f4PhYRZRs&pp=ygURQ2FsIEFuZGVyc29uIFBhcms%3D,/@KING5Seattle,KING 5 Seattle,Fire breaks out during Cal Anderson Park cleanout,3.3K,3 years,Protesters set a fire while resisting the cleanout of a homeless encampment at Cal Anderson Park.,2024-01-29 03:38:28.190867
/watch?v=HIGNUQnfT0Q&pp=ygURQ2FsIEFuZGVyc29uIFBhcms%3D,/@KING5Seattle,KING 5 Seattle,Police begin clearing homeless camp at Seattle's Cal Anderson Park,97K,3 years,Seattle police began clearing a homeless camp in Cal Anderson Park Friday morning.,2024-01-29 03:38:28.192337
/watch?v=dkdgx1udD04&pp=ygURQ2FsIEFuZGVyc29uIFBhcms%3D,/@LaoOcean,Lao Ocean,Cal Anderson Park OPEN & UPDATED,2.3K,3 years,A stroll through Cal Anderson Park in Seattle's Capitol Hill neighborhood 5 days after it city crews removed homeless ...,2024-01-29 03:38:28.193703
/watch?v=gjgqwqpSsAA&pp=ygURQ2FsIEFuZGVyc29uIFBhcms%3D,/@KING5Seattle,KING 5 Seattle,BREAKING: Protesters denying Cal Anderson Park cleanup effort,6.8K,3 years,"City workers and police were supposed to move in to clear out a homeless encampment, but a group of protesters and homeless ...",2024-01-29 03:38:28.194969
/watch?v=pOBcruXdU3Q&pp=ygURQ2FsIEFuZGVyc29uIFBhcms%3D,/@KING5Seattle,KING 5 Seattle,New video released in case of murdered father at Seattle’s Cal Anderson park,1K,4 years,"Hakeem Salahud-din was found dead in Cal Anderson park on March 20, 2019. He had been shot in the head. Police hope newly ...",2024-01-29 03:38:28.196280
/watch?v=qEBdUXIXa1w&pp=ygURQ2FsIEFuZGVyc29uIFBhcms%3D,/@KING5Seattle,KING 5 Seattle,Judge to rule on allowing Seattle to clear homeless camp in Cal Anderson Park,11K,3 years,An attempt to remove people occupying Cal Anderson Park in Seattle's Capitol Hill neighborhood was met with resistance ...,2024-01-29 03:38:28.197622
/watch?v=a3Ryq5ZxMqE&pp=ygURQ2FsIEFuZGVyc29uIFBhcms%3D,/@SeattleCentralSCCC,Seattle Central College,A Sunny Day in Cal Anderson Park,133,7 years,"Seattleites enjoy a beautiful sunny day in Cal Anderson Park, right on the doorstep to campus. Seattle Central offers a great ...",2024-01-29 03:38:28.199000
/watch?v=fqnxENFwZTE&pp=ygURQ2FsIEFuZGVyc29uIFBhcms%3D,/@KING5Seattle,KING 5 Seattle,Judge denies request to stop clean up of Seattle's Cal Anderson Park,10K,3 years,A federal judge has denied a request for a temporary restraining order aimed at stopping city crews from clearing out a homeless ...,2024-01-29 03:38:28.200259
/watch?v=xK1g-RQaYew&pp=ygURQ2FsIEFuZGVyc29uIFBhcms%3D,/@KING5Seattle,KING 5 Seattle,Homicide investigation after woman's death at Seattle's Cal Anderson Park,5.4K,3 years,A woman died at Seattle's Cal Anderson park late Wednesday and her death is being investigated as a homicide. Seattle Police ...,2024-01-29 03:38:28.201546
/shorts/f9ysGvwMy8w,/@RachelWaldorf,Rachel Waldorf,Cal Anderson Park - Seattle Washington #seattle #minivlog #seattlevlog #seattlelife #seattletrip,375,1 month,Did you know Cal Anderson Park was named after Washington's first openly gay state legislator?,2024-01-29 03:38:28.202867
/watch?v=BCz187jTi5g&pp=ygURQ2FsIEFuZGVyc29uIFBhcms%3D,/@KING5Seattle,KING 5 Seattle,Seattle police arrest 10 as crews clear homeless camp at Cal Anderson Park,45K,3 years,"The city plans a ""multi-day intensive maintenance"" and cleaning operation for the park, while activists occupy a nearby vacant ...",2024-01-29 03:38:28.204190
/watch?v=smkKlgtkcOQ&pp=ygURQ2FsIEFuZGVyc29uIFBhcms%3D,/@WhereTheLocalsRoam,Where The Locals Roam - 4K Walks,☔️ Rainy Capitol Hill Neighborhood Walk + Cal Anderson Park | 4K Seattle Walking Tour,1.7K,1 year,"It's a rainy Friday afternoon and we're exploring the Capitol Hill neighborhood in Seattle, ending at Cal Anderson Park ...",2024-01-29 03:38:28.206180
/watch?v=SNjAtUdtR3M&pp=ygURQ2FsIEFuZGVyc29uIFBhcms%3D,/@KING5Seattle,KING 5 Seattle,LIVE AERIALS: Police clearing homeless camp at Seattle's Cal Anderson Park,20K,Streamed 3 years,Police began clearing a homeless camp in Seattle early Friday morning after a judge declined to block authorities from removing ...,2024-01-29 03:38:28.207426
/watch?v=iy9e6aIM4C4&pp=ygURQ2FsIEFuZGVyc29uIFBhcms%3D,/@fox13seattle,FOX 13 Seattle,Free Palestine rally held at Cal Anderson Park,3.2K,3 months,A rally in support of Palestinians drew a crowd of about 200 at Cal Anderson Park Friday evening. The ANSWER Coalition helped ...,2024-01-29 03:38:28.208831
/watch?v=wbvkDTO3R_g&pp=ygURQ2FsIEFuZGVyc29uIFBhcms%3D,/@KING5Seattle,KING 5 Seattle,"Unhoused Seattle woman settles with city for $10,000 over sweep of Cal Anderson Park",5.7K,2 years,A Seattle woman who claims her civil rights were violated by the city during the cleanup of Cal Anderson Park has settled with the ...,2024-01-29 03:38:28.210103
/watch?v=LwywS03EnjU&pp=ygURQ2FsIEFuZGVyc29uIFBhcms%3D,/@KING5Seattle,KING 5 Seattle,Community organizers vow to fight Seattle’s plan to remove BLM Garden,3.6K,3 months,"The garden, located in Cal Anderson Park on Seattle's Capitol Hill, was created by volunteers inside the Capitol Hill Organized ...",2024-01-29 03:38:28.211466
/watch?v=DtYi-c3Hlqs&pp=ygURQ2FsIEFuZGVyc29uIFBhcms%3D,/@komonews,KOMO News,Seattle police continue clearing out Cal Anderson Park after illegal homeless camp sweep,123K,3 years,"A day after the city removed an illegal homeless encampment, crews involved in a massive clean up at Capitol Hill's Cal Anderson ...",2024-01-29 03:38:28.213495
/watch?v=qgNK0vetY_8&pp=ygURQ2FsIEFuZGVyc29uIFBhcms%3D,/@kiro7,KIRO 7 News,VIDEO: Judge clears way for sweeping of Cal Anderson Park,963,3 years,... <b></b> LIVING AT CAL ANDERSON THE CITY OF SEATTLE AND PEOPLE <b></b> LIVING AT CAL ANDERSON PARK THE ...,2024-01-29 03:38:28.214957
/watch?v=4pi7io6PXfo&pp=ygURQ2FsIEFuZGVyc29uIFBhcms%3D,/@LaoOcean,Lao Ocean,Cal Anderson Park Update | Capitol Hill Walkthrough,20K,3 years,Protesters resist the city's efforts to remove homeless encampment at Seattle's Cal Anderson Park. People have been living at the ...,2024-01-29 03:38:28.216740
/watch?v=yiEUgXc4TPA&pp=ygURQ2FsIEFuZGVyc29uIFBhcms%3D,/@4kfamilyfunwalk206,4k Family Fun Walk,🇺🇸 Taking over by homelessness in Cal Anderson is located in Seattle's Capitol Hill neighborhood!,226,2 months,"The homeless have taken over a small area in Cal Anderson, which is located in Seattle's Capitol Hill neighborhood!",2024-01-29 03:38:28.218108
/watch?v=9l56nkNNJyU&pp=ygURQ2FsIEFuZGVyc29uIFBhcms%3D,/@LaoOcean,Lao Ocean,Capitol Hill / Cal Anderson Park Morning Stroll - Walking Seattle,3.8K,2 years,This is a narrated walking tour of Capitol Hill and Cal Anderson Park. There have been a lot of changes in this popular Seattle ...,2024-01-29 03:38:35.688400
/watch?v=tMhHp_U1PNc&pp=ygURQ2FsIEFuZGVyc29uIFBhcms%3D,/@choeshow,choeshow,NEVER FORGET: FINAL LOOK CAL ANDERSON PARK DRUG ENCAMPMENT,5.2K,1 month,"Before city crews cleared the BLM Garden and the encampment at Cal Anderson Park, I went in a few days ago to see what was ...",2024-01-29 03:38:35.689866
/watch?v=YPoW52WIr_c&pp=ygURQ2FsIEFuZGVyc29uIFBhcms%3D,/@KING5Seattle,KING 5 Seattle,Womxn's March rally kicks off at Seattle's Cal Anderson Park,334,5 years,"The third Womxn's March on Seattle is Saturday, and it kicks off a weekend of action, advocacy and activism.",2024-01-29 03:38:35.691120
/watch?v=YlV3gXAuSC8&pp=ygURQ2FsIEFuZGVyc29uIFBhcms%3D,/@WalkSignals,Walk Signals,"Walking Seattle - pandemic walk, downtown Westlake Center to Cal Anderson Park, part 3 of 3",151,3 years,"I finally get out during the pandemic. In this final leg of the walk, we walk from Westlake Center up the hill to Cal Anderson Park, ...",2024-01-29 03:38:35.692405
/watch?v=nUlGEj6-ALY&pp=ygURQ2FsIEFuZGVyc29uIFBhcms%3D,/@ConvergeMedia,Converge Media,Cal Anderson Park Shelter Update,339,3 years,Producers visited the Shelter to get an update from homeless and advocates. #WWConverge #SeattleProtests Support ...,2024-01-29 03:38:35.693608
/watch?v=Kk8rLsDcXNU&pp=ygURQ2FsIEFuZGVyc29uIFBhcms%3D,/@TeamDivaRealEstateSeattle,Team Diva Real Estate at CBBain in Seattle,Cal Anderson Condo,121,6 years,"City views from your living room will inspire you to step out and enjoy everything Capitol Hill has to offer. Restaurants, shops and ...",2024-01-29 03:38:35.694802
/watch?v=EZLabe0fbUA&pp=ygURQ2FsIEFuZGVyc29uIFBhcms%3D,/@LaoOcean,Lao Ocean,Seattle City Crews Clear Homeless Encampments from Cal Anderson Park,18K,3 years,"Following a federal judge declining to block authorities from removing people and tents yesterday, Seattle city crews cleared out ...",2024-01-29 03:38:35.696515
/watch?v=qv-LezqsRes&pp=ygURQ2FsIEFuZGVyc29uIFBhcms%3D,/@ceramicartist,Barbara Dunshee,Bicycle Polo at Cal Anderson Park Seattle,34,11 years,Bicycle Polo.,2024-01-29 03:38:35.697938
/watch?v=BHRoKpQOxbU&pp=ygURQ2FsIEFuZGVyc29uIFBhcms%3D,/@PNW4K,PNW 4K,"Walking Tour of Capitol Hill in Seattle WA USA, Plus Farmer's Market, Cal Anderson Park, July 2021",1.9K,2 years,"Capitol Hill is a neighborhood in Seattle, Washington, known for its vibrant arts and culture scene, diverse population, and central ...",2024-01-29 03:38:35.699833
/watch?v=UBp1QIK3XJc&pp=ygURQ2FsIEFuZGVyc29uIFBhcms%3D,/@KING5Seattle,KING 5 Seattle,Vigil held for victim of deadly stabbing near Cal Anderson Park,325,4 years,The 25-year-old mother was stabbed to death last Saturday.,2024-01-29 03:38:35.701075
/watch?v=f_G0UigHIvg&pp=ygURQ2FsIEFuZGVyc29uIFBhcms%3D,/@TeamDivaRealEstateSeattle,Team Diva Real Estate at CBBain in Seattle,Capitol Hill's Micro Hood | Cal Anderson Park,102,9 years,Join Team Diva as we explore one of our favorite Capitol Hill micro-hoods Cal Anderson Park. Team members Chavi M. Hohm ...,2024-01-29 03:38:35.702319
/watch?v=cDQvTipZHHo&pp=ygURQ2FsIEFuZGVyc29uIFBhcms%3D,/@LaoOcean,Lao Ocean,Clean Up At Former CHOP Zone | Cal Anderson Park Update,7.3K,3 years,CalAnderson #CHOP #Seattle This is a walkthrough video showing how Cal Anderson Park and the former CHOP protest zone ...,2024-01-29 03:38:35.703573
/watch?v=yr9rXU3GD28&pp=ygURQ2FsIEFuZGVyc29uIFBhcms%3D,/@ConvergeMedia,Converge Media,Parks Department on The Future of Cal Anderson,78,3 years,Interview with Andy Sheffer & Rico Quirindongo of the Parks Department #WWConverge #SeattleProtests Support independent ...,2024-01-29 03:38:35.706288
/watch?v=0MbY3iprN_A&pp=ygURQ2FsIEFuZGVyc29uIFBhcms%3D,/@WhereTheLocalsRoam,Where The Locals Roam - 4K Walks,Broadway in Capitol Hill + Cal Anderson Park | 4K Seattle Walking Tour,360,1 year,"Take an afternoon stroll down Broadway in Seattle's Capitol Hill neighborhood, ending at Cal Anderson Park. Filmed 1/16/22 at ...",2024-01-29 03:38:35.708570
/watch?v=0txbGCh7sd8&pp=ygURQ2FsIEFuZGVyc29uIFBhcms%3D,/@djhanskim,Hans Kim,Stroll Through the former CHOP/CHAZ - Cal Anderson Park - Seattle,118,3 years,A look around the beautiful park and the beautiful people of Seattle. Let's check it out!,2024-01-29 03:38:35.710394
/watch?v=H_Vvrnr12XY&pp=ygURQ2FsIEFuZGVyc29uIFBhcms%3D,/@DodgeballSeattle,Dodgeball Seattle,Seattle Street Dodgeball at Cal Anderson Park - November 2021,98,2 years,"""Passion is a beautiful thing. Big Dan Gregory displays when he takes over the camera and gets in your chaos. You'll hear some ...",2024-01-29 03:38:35.711814
/watch?v=_YYQ58JEwL4&pp=ygURQ2FsIEFuZGVyc29uIFBhcms%3D,/@LaoOcean,Lao Ocean,Walking Seattle / Capitol Hill + Cal Anderson Park Walking Tour / Early Fall  - Late September 2021,1.5K,2 years,This is a walking tour video of Seattle's Capitol Hill and Cal Anderson Park on the last Saturday of September 2021. This is what ...,2024-01-29 03:38:35.713797
/watch?v=y48xcajJ1R4&pp=ygURQ2FsIEFuZGVyc29uIFBhcms%3D,/@ModularSeattle,Modular Seattle,"Modular on the Spot: Cal Anderson Park - June 15, 2019",83,3 years,A recording of a Modular on the Spot event at Patchwerks in Seattle. Catch us live at https://www.twitch.tv/modularseattle. Website ...,2024-01-29 03:38:35.715082
/watch?v=wHieAyXHb_E&pp=ygURQ2FsIEFuZGVyc29uIFBhcms%3D,/@komonews,KOMO News,"WATCH: Seattle police, clean up crews clear homeless campers from Cal Anderson Park",174K,3 years,Watch the KOMO Air 4 coverage over Cal Anderson Park as the Seattle police cleared out a large homeless camp from early ...,2024-01-29 03:38:35.716439
/watch?v=eUbaYi3ZX8M&pp=ygURQ2FsIEFuZGVyc29uIFBhcms%3D,/@CallieCEntertainment,Callie C,"Seattle, Cal Anderson park (got munchies?)",71,3 years,Broadcasted live on Twitch -- Watch live at https://www.twitch.tv/calli_c.,2024-01-29 03:38:44.759644
/watch?v=MshskE2wvg0&pp=ygURQ2FsIEFuZGVyc29uIFBhcms%3D,/@balconybridge4585,Balcony Bridge,Balcony Bridge- New Jams (Live @ Cal Anderson Park),81,1 year,"We spent a Saturday afternoon coming up with new ideas for songs at Cal Anderson Park on June 4th, 2022 The rain held off until ...",2024-01-29 03:38:44.762304
/watch?v=IeoBSaweLHI&pp=ygURQ2FsIEFuZGVyc29uIFBhcms%3D,/@a7xfanben,Pirates CSG,"Epic Scale with Bowen brothers at Cal Anderson Park in Seattle | October 15th, 2022",132,1 year,~~~~~ Pirates Constructible Strategy Game My fansite: https://pirateswithben.com/ Join the Forum: ...,2024-01-29 03:38:44.763869
/watch?v=SsHbFoxHX3U&pp=ygURQ2FsIEFuZGVyc29uIFBhcms%3D,/@CallieCEntertainment,Callie C,"Seattle, Cal Anderson park (got munchies?)",51,3 years,Broadcasted live on Twitch -- Watch live at https://www.twitch.tv/calli_c.,2024-01-29 03:38:44.765126
/watch?v=hVWLXxJw-YM&pp=ygURQ2FsIEFuZGVyc29uIFBhcms%3D,/@naturemanmike,Nature Man Mike,Birding with Chris Errington at Millennium Park,No,5 hours,"Birding with Chris Errington aka ""Photo Chris"" at Millennium Park in West Roxbury, Massachusetts. I put up a post to do YouTube ...",2024-01-29 03:38:44.766394
/watch?v=xNdsC7FZL3c&pp=ygURQ2FsIEFuZGVyc29uIFBhcms%3D,/@KING5Seattle,KING 5 Seattle,Seattle PD launches training program focused on building community relationships,1.6K,1 year,"A training program within the Seattle Police Department is focusing on building relationships within the community, before law ...",2024-01-29 03:38:44.767682
/watch?v=6LqQ4VzW6NA&pp=ygURQ2FsIEFuZGVyc29uIFBhcms%3D,/@TimGloAdventures,TimGloAdventures,"Seattle Vlog: Cal Anderson Park, Dough Zone!",793,5 years,"www.instagram.com/timandglo June 13-14, 2018 MUSIC: Pure Soul by DJ Quads Song: Dj Quads - Pure Soul (Vlog No Copyright ...",2024-01-29 03:38:44.770055
/watch?v=AVQ_Hh7BJ8Q&pp=ygURQ2FsIEFuZGVyc29uIFBhcms%3D,/@4kfamilyfunwalk206,4k Family Fun Walk,"4k Walk 🇺🇸 through big crowds in Seattle Capitol Hill at Cal Anderson Park, Saturday May 15th 2022.",231,1 year,Saturday May 14th 12:30pm walk through Cal Anderson Park at Capitol Hill Broadway Seattle Washington USA. more info: ...,2024-01-29 03:38:44.771388
/watch?v=bn8GW9Qrml8&pp=ygURQ2FsIEFuZGVyc29uIFBhcms%3D,/@beardedbarista,PNW.Photographer,Spitballin' Seattle - Cal Anderson Park,197,6 years,"Seattle residents give their two cents on local issues. In this episode, the topics are Safe Consumption Sites and Pike/Pine ...",2024-01-29 03:38:44.772638
/watch?v=vqpLagSLi1k&pp=ygURQ2FsIEFuZGVyc29uIFBhcms%3D,/@CallieCEntertainment,Callie C,"Seattle, Cal Anderson park (got munchies?)",13,3 years,Broadcasted live on Twitch -- Watch live at https://www.twitch.tv/calli_c.,2024-01-29 03:38:44.773920
/watch?v=ATXyxvEwO3g&pp=ygURQ2FsIEFuZGVyc29uIFBhcms%3D,/@choeshow,choeshow,FAR-LEFT ACTIVISTS STRIKE: Cal Anderson Park vandalized over BLM Garden Beef #Seattle,1.5K,3 months,"Neighbors say late Friday night, protesters vandalized Seattle's Cal Anderson Park to send a message. They're trying to preserve ...",2024-01-29 03:38:44.775157
/watch?v=pDMFGlc0Geo&pp=ygURQ2FsIEFuZGVyc29uIFBhcms%3D,/@kironewsradio,KIRO Newsradio 97.3 FM,KIRO Radio Rundown: The sweep of Seattle's Cal Anderson Park,54,3 years,"Cal Anderson Park transformed into an unsanctioned homeless encampment in recent months, and the city planned to clear it this ...",2024-01-29 03:38:44.776344
/watch?v=iKlHzChreco&pp=ygURQ2FsIEFuZGVyc29uIFBhcms%3D,/@CallieCEntertainment,Callie C,"Highlight: Seattle, Cal Anderson park (got munchies?) Police on parade!!",31,3 years,Cops drive around Cal Anderson Park in Seattle...because...fun? -- Watch live at https://www.twitch.tv/calli_c.,2024-01-29 03:38:44.777597
/watch?v=kQVJXvKi7x4&pp=ygURQ2FsIEFuZGVyc29uIFBhcms%3D,/@NAIFA,NAIFA,Cal Anderson Receives NAIFA's 2021 4 Under 40 Award,11,2 years,Lawerence Holzberg presents Cal Anderson with the National Association of Insurance and Financial Advisors' 2021 4 Under 40 ...,2024-01-29 03:38:44.778857
/watch?v=nB55vZo7Z2Y&pp=ygURQ2FsIEFuZGVyc29uIFBhcms%3D,/@choeshow,choeshow,CAL ANDERSON PARK HOMELESS ENCAMPMENT TAKEOVER #Seattle #Homeless,2.5K,2 months,FULL BLOWN TAKEOVER: FAR-LEFT activists are still protecting the Black Lives Memorial Garden at Cal Anderson Park.,2024-01-29 03:38:44.780118
