video_url,user_url,username,title,view_num,created_at,shortdesc,collected_at
/watch?v=eYQ1z8NFOfk&pp=ygURQ2FsIEFuZGVyc29uIFBhcms%3D,/@KING5Seattle,KING 5 Seattle,City crews facing resistance while trying to clear out homeless encampment,4.6K,3 years,A homeless encampment in Seattle's Cal Anderson Park is due to be cleared Wednesday morning. But crews are facing push ...,2024-01-29 03:38:44.781552
/watch?v=tdxBz6t5QHY&pp=ygURQ2FsIEFuZGVyc29uIFBhcms%3D,/@ConvergeMedia,Converge Media,LIve from Cal Anderson Sweep,1K,Streamed 3 years,WWConverge Support independent journalism: Venmo - @ConvergeMedia CashApp - $ConvergeMedia PayPal ...,2024-01-29 03:38:44.782953
/watch?v=n-dKrg4F3oA&pp=ygURQ2FsIEFuZGVyc29uIFBhcms%3D,/@FOADGang,FOAD Gang,Footplants At Cal Anderson,851,11 years,Jackson Bradshaw and Connor Cook dickin around with footplants at Cal Anderson Park.,2024-01-29 03:38:44.784257
/watch?v=MrGAC8BuL5s&pp=ygURQ2FsIEFuZGVyc29uIFBhcms%3D,/@KeithRowley,Keith Rowley,Playing at Cal Anderson Park,18,8 years,Help us caption & translate this video! http://amara.org/v/GsYm/,2024-01-29 03:38:44.785434
/watch?v=Y31YAx1zTjg&pp=ygUIQ2FwIEhpbGw%3D,/@ABCNews,ABC News,Protesters on Capitol Hill call for Gaza ceasefire,756K,3 months,U.S. Capitol Police say demonstrations are not allowed inside Congressional buildings and are working to clear the crowd as ...,2024-01-29 03:39:00.892525
/watch?v=x6tNHxnQTak&pp=ygUIQ2FwIEhpbGw%3D,/@msnbc,MSNBC,Hunter Biden appears on Capitol Hill during contempt of Congress hearings,156K,2 weeks,Hunter Biden made a surprise appearance on Capitol Hill while the House Oversight Committee and the House Judiciary ...,2024-01-29 03:39:00.902902
/watch?v=6Cuxv8c0b9Q&pp=ygUIQ2FwIEhpbGw%3D,/@msnbc,MSNBC,Protesters on Capitol Hill call for Gaza ceasefire,194K,3 months,NBC News' Julie Tsirkin reports from Capitol Hill where protesters are staging a demonstration to call for a ceasefire in Gaza.,2024-01-29 03:39:00.904986
/watch?v=tE3LmUtK7HA&pp=ygUIQ2FwIEhpbGw%3D,/@MannyExploresVlog,Manny Explores,"Exploring Seattle - Exploring Capitol Hill | Seattle, Washington",9.1K,1 year,"Exploring Seattle, Capitol Hill, Exploring Capitol Hill, Seattle Walking Tour, Walking Seattle, Washington In this video I explore ...",2024-01-29 03:39:00.906900
/watch?v=cGwJWiqTDKM&pp=ygUIQ2FwIEhpbGw%3D,/@CBSNews,CBS News,Fighting words escalate on Capitol Hill,32K,2 months,"Two fiery exchanges on Capitol Hill Tuesday are exposing frayed nerves among lawmakers in Washington D.C. Claudia Grisales, ...",2024-01-29 03:39:00.908913
/watch?v=TK68ffBF9IM&pp=ygUIQ2FwIEhpbGw%3D,/@TODAY,TODAY,Inside The ‘Autonomous Zone’ In Seattle’s Capitol Hill | TODAY,279K,3 years,"About: TODAY brings you the latest headlines and expert tips on money, health and parenting. We wake up every morning to give ...",2024-01-29 03:39:00.910714
/watch?v=WZni1VBVD-k&pp=ygUIQ2FwIEhpbGw%3D,/@komonews,KOMO News,"3 years since CHOP: Seattle's Capitol Hill still bears the scars of 2020 protests, occupation",18K,6 months,"Three years ago this week, the Capitol Hill Organized Protest, also known as CHOP, was dismantled. Yet, the scars in this ...",2024-01-29 03:39:00.924272
/watch?v=NmfS0U-sHUo&pp=ygUIQ2FwIEhpbGw%3D,/@thehill,The Hill,FIGHT CLUB On Cap Hill?! Sen Mullin CHALLENGES TEAMSTER To A Fight: 'WANNA GO?!',15K,2 months,Briahna Joy Gray and Robby Soave react to Sen. Markwayne Mullin (R-Okla.) challenging Teamsters' President Sean O'Brien to ...,2024-01-29 03:39:00.926369
/watch?v=00N2to4aCBM&pp=ygUIQ2FwIEhpbGw%3D,/@fox5dc,FOX 5 Washington DC,Multiple arrested at pro-Palestinian protests on Capitol Hill,222K,3 months,Jewish Voice for Peace member Malkah Bird says protestors at the Capitol are calling for an immediate ceasefire in Gaza.,2024-01-29 03:39:00.929302
/watch?v=0GywpkRlrxE&pp=ygUIQ2FwIEhpbGw%3D,/@ahomeinSeattle,a home in Seattle,Seattle neighborhood tour: Capitol Hill,2.5K,10 months,Bye!,2024-01-29 03:39:00.938101
/watch?v=H_QtE5S7eLo&pp=ygUIQ2FwIEhpbGw%3D,/@ActionKid,ActionKid,Seattle's Lively Neighborhood : Capitol Hill Walk in April 2023,35K,8 months,"Capitol Hill is a neighborhood in Seattle, Washington, located just east of the city's downtown core. It is known for its diverse ...",2024-01-29 03:39:00.941938
/watch?v=auplZzhrmaY&pp=ygUIQ2FwIEhpbGw%3D,/@fox5dc,FOX 5 Washington DC,Pro-Palestinian protesters gather inside Cannon Rotunda at Capitol Hill,7.1K,3 months,A large group of pro-Palestinian protesters demonstrate inside the Cannon Rotunda. FOX 5's DMV Zone takes you behind the ...,2024-01-29 03:39:00.943785
/watch?v=VKqhhSBKi-E&pp=ygUIQ2FwIEhpbGw%3D,/@StateDept,U.S. Department of State,Secretary Blinken testifies before the Senate Committee on Appropriations on Capitol Hill,2.9K,2 months,Secretary of State Antony J. Blinken testifies before the Senate Committee on Appropriations on “A Review of the National ...,2024-01-29 03:39:00.955168
/watch?v=CPJH4R0NfPk&pp=ygUIQ2FwIEhpbGw%3D,/@msnbc,MSNBC,Donald Trump's hold on GOP from campaign trail to Capitol Hill,55K,5 hours,"Molly Jong-Fast, Michael Steele, and Luke Broadwater join Jonathan Capehart to discuss Donald Trump's efforts to derail the ...",2024-01-29 03:39:00.957128
/watch?v=ay5h5dq14mM&pp=ygUIQ2FwIEhpbGw%3D,/@KING5Seattle,KING 5 Seattle,Inside Seattle's 'Autonomous Zone'. No police allowed.,904K,3 years,"Protesters have occupied an entire city block of the Capitol Hill Neighborhood, including a police station. They started out calling it ...",2024-01-29 03:39:00.959019
/watch?v=1gFV3tykSeg&pp=ygUIQ2FwIEhpbGw%3D,/@fox5dc,FOX 5 Washington DC,Pro-Palestinian protest underway at Cannon Rotunda on Capitol Hill; USCP detains some demonstrators,14K,Streamed 3 months,A large group of pro-Palestinian protesters are demonstrating inside the Cannon Rotunda at the Capitol. READ MORE: ...,2024-01-29 03:39:00.960830
/watch?v=LReGtBtyYNg&pp=ygUIQ2FwIEhpbGw%3D,/@CoffeeWithColeman,Coffee With Coleman,Best Neighborhoods in DC 🏆 - Life on Capitol Hill 🇺🇸,12K,2 years,"If you've thought about moving to Capitol Hill in Washington, DC then this video can help you know what life is really like.",2024-01-29 03:39:00.969823
/watch?v=xRHgZqGzG7M&pp=ygUIQ2FwIEhpbGw%3D,/@fox13seattle,FOX 13 Seattle,Capitol Hill Starbucks closing | FOX 13 Seattle,5.9K,1 year,Friday is the last day the Starbucks on Capitol Hill at Broadway and Denny will be open for business. Subscribe to FOX 13 Seattle: ...,2024-01-29 03:39:00.971838
/watch?v=HUodllJh_SI&pp=ygUIQ2FwIEhpbGw%3D,/@NBCNews,NBC News,‘Turmoil’ on Capitol Hill after short-term funding bill fails in the House.,90K,3 months,A stop-gap funding bill failed in the House as the shutdown deadline looms. NBC News Capitol Hill Correspondent Ryan Nobles ...,2024-01-29 03:39:00.973730
/watch?v=htybkuZ_7mU&pp=ygUIQ2FwIEhpbGw%3D,/@LivinginSeattleWashington,Living in Seattle Washington,Living in Capitol Hill Seattle [Full Vlog Tour],6.4K,4 years,This is the BEST video about Living in Capitol Hill Seattle and Tour of Seattle Neighborhoods! Such a great neighborhood in ...,2024-01-29 03:39:00.982719
/watch?v=00X6WIb6gJY&pp=ygUIQ2FwIEhpbGw%3D,/@welcometodenver,Welcome To Denver CO,Virtual tour of Capitol Hill Denver - One of the Best Neighborhoods in Denver!,4.7K,2 years,Virtual tour of Capitol Hill Denver - One of the Best Neighborhoods in Denver! Today we're looking at the Capitol Hill ...,2024-01-29 03:39:07.875768
/watch?v=tgPPC5GtfzM&pp=ygUIQ2FwIEhpbGw%3D,/@thehill,The Hill,"Hunter Biden SPEAKS On Capitol Hill, DENIES GOP Subpoena: Rising",35K,1 month,Founder of the Future Caucus Steven Olikara weighs in on Hunter Biden's appearance on Capitol Hill. #joebiden About Rising: ...,2024-01-29 03:39:07.879502
/watch?v=wljA93IemZ8&pp=ygUIQ2FwIEhpbGw%3D,/@LivinginSeattleWashington,Living in Seattle Washington,Seattle Neighborhoods Explained: Capitol Hill VLOG 2023,803,8 months,"Are you thinking of moving to Capitol Hill, Washington and want to know all about the neighborhoods in Capitol Hill, Washington?",2024-01-29 03:39:07.882622
/watch?v=fpzAwIgU34U&pp=ygUIQ2FwIEhpbGw%3D,/@LaoOcean,Lao Ocean,"Is Seattle A Walkable City? | Capitol Hill Walking Tour | Saturday Morning July 29, 2023 ☀️☕️🚶🏻‍♂️",3.8K,5 months,Is Seattle a walkable city? I attempt to answer this question and share some insight after a cup of coffee at Tailwind Cafe at ...,2024-01-29 03:39:07.885571
/watch?v=L8L6h-RJ44Q&pp=ygUIQ2FwIEhpbGw%3D,/@UrbanistExploringCities,Urbanist: Exploring Cities,Exploring Seattle's Capitol Hill and its Best Food,7.3K,Streamed 1 year,**MY GEAR (affiliate links)** Live Streams: iPhone 11 Pro Max: https://amzn.to/3h97nRD DJI OSMO Mobile 4 (gimbal): ...,2024-01-29 03:39:07.891276
/watch?v=krgZ4X7tK2g&pp=ygUIQ2FwIEhpbGw%3D,/@KING5Seattle,KING 5 Seattle,Seattle's 'Capitol Hill Organized Protest' makes national headlines amid differing views and names,62K,3 years,"The area around Seattle's 12th and Pine is known as the CHOP, or ""Capitol Hill Organized Protest.",2024-01-29 03:39:07.896238
/watch?v=ZUcrJvfRt80&pp=ygUIQ2FwIEhpbGw%3D,/@CityandCountyDenver,The City of Denver,Denver History Minute - Capitol Hill Neighborhood,7K,10 years,The development f Denver's historic Capitol Hill Neighborhood.,2024-01-29 03:39:07.899717
/watch?v=yt3crWYEAkQ&pp=ygUIQ2FwIEhpbGw%3D,/@universityofwashington,UW (University of Washington),"Just off the Rail, Ep. I: Capitol Hill",1.6K,5 years,Living on or near campus opens up all kinds of sightseeing opportunities. Check out what's waiting for you Huskies in Capitol Hill ...,2024-01-29 03:39:07.903991
/watch?v=YuG9l4-K5yk&pp=ygUIQ2FwIEhpbGw%3D,/@APArchive,AP Archive,Cap. Hill officers demand action in riot hearing,193,2 years,(27 Jul 2021) FOR CLEAN VERSION SEE STORY NUMBER: 4337133 The Chairman of the House committee on the Jan.,2024-01-29 03:39:07.913167
/watch?v=qWtE__rgQ-A&pp=ygUIQ2FwIEhpbGw%3D,/@LivingandmovingtoSeattle,Living and Moving to Seattle Washington,A Quick Capitol Hill Neighborhood Tour - Seattle Washington,4K,1 year,Let's take a quick Capitol Hill Neighborhood Tour! Moving to Seattle Washington? You have to consider Capitol Hill! All-time ...,2024-01-29 03:39:07.916717
/watch?v=dKuiIfAetLw&pp=ygUIQ2FwIEhpbGw%3D,/@seattleuniversity,Seattle University,Beyond Seattle U   Capitol Hill,5.3K,5 years,"""So my favorite place in Cap Hill would be a Caffe Vita and I like to go there on Sundays because there's just a bunch of good ...",2024-01-29 03:39:07.928311
/watch?v=hYlb06pLBMc&pp=ygUIQ2FwIEhpbGw%3D,/@guardiannews,Guardian News,"Inside Chaz, Seattle's police-free zone: 'We're proving the world can change'",607K,3 years,The Capitol Hill Autonomous Zone (otherwise known as Chaz or Chop) was established by George Floyd protestors after the ...,2024-01-29 03:39:07.931854
/watch?v=LACxzy5Qw7M&pp=ygUIQ2FwIEhpbGw%3D,/@AssociatedPress,Associated Press,More Cap. Hill Sexual Harassment Cases Revealed,709,6 years,Stories of sexual harassment and gender hostility are coming to light at a hearing on preventing sexual harassment on Capitol Hill ...,2024-01-29 03:39:07.935190
/watch?v=AorbkS2tlU4&pp=ygUIQ2FwIEhpbGw%3D,/@fox13seattle,FOX 13 Seattle,'Skate like a Girl' returns to Cap Hill Block Party,426,6 months,"This weekend the Capitol Hill Block Party returns to Seattle. The three-day festival will feature dozens of artists, but on top of the ...",2024-01-29 03:39:07.941275
/watch?v=d8oKROVbmS8&pp=ygUIQ2FwIEhpbGw%3D,/@visitdenver,VISIT DENVER,Denver Neighborhoods: Capitol Hill/Golden Triangle,6.8K,5 years,"This neighborhood offers a vibrant mix of arts, culture and Colorado history. Explore the gold-domed Colorado State Capitol with ...",2024-01-29 03:39:07.945565
/watch?v=66o5LRgmwnM&pp=ygUIQ2FwIEhpbGw%3D,/@CBSNews,CBS News,Why did Hunter Biden make a surprise appearance on Capitol Hill?,30K,2 weeks,"Hunter Biden, President Biden's son, showed up to a House Oversight Committee meeting Wednesday as Republicans move ...",2024-01-29 03:39:07.948645
/watch?v=-IOfqqf7zic&pp=ygUIQ2FwIEhpbGw%3D,/@AssociatedPress,Associated Press,Police: Cap Hill Shooting an Isolated Incident,9.2K,10 years,"The Associated Press is the essential global news network, delivering fast, unbiased news from every corner of the world to all ...",2024-01-29 03:39:07.951736
/watch?v=oHYDlxebQsM&pp=ygUIQ2FwIEhpbGw%3D,/@Denver7,Denver7,Historic walking tour of Denver's Capitol Hill,4.7K,8 years,"Walking tour of Denver's Capitol Hill mansions focuses on architecture, history and high society Capitol Hill tour highlights beauty ...",2024-01-29 03:39:07.955943
/watch?v=TAPfy6rrR-A&pp=ygUIQ2FwIEhpbGw%3D,/@APArchive,AP Archive,More Cap. Hill Sexual Harassment Cases Revealed,51,6 years,(14 Nov 2017) A Republican congresswoman says she was recently told by a trusted source that a member of Congress exposed ...,2024-01-29 03:39:07.959374
/watch?v=7FWcIHKBHAE&pp=ygUIQ2FwIEhpbGw%3D,/@CNN,CNN,CAP HILL WEST FRONT TIMELAPSE,41,7 years,"Available in HD. HD FOOTAGE // FIELD DISK // Timelapse shot of the 3rd street side of National Mall, shooting over the Capitol ...",2024-01-29 03:39:18.409092
/watch?v=oeWFtWuUyhI&pp=ygUIQ2FwIEhpbGw%3D,/@fox13seattle,FOX 13 Seattle,2 people shot in Seattle's Cap Hill neighborhood | FOX 13 Seattle,1.4K,4 months,Two people were injured in shootings that happened within a two-hour window in Seattle's Capitol Hill neighborhood early ...,2024-01-29 03:39:18.411704
/watch?v=vrdM2JyCDNA&pp=ygUIQ2FwIEhpbGw%3D,/@Denver7,Denver7,"Power problems plague Cap Hill apartment, management closes door on solutions",190,4 years,A renter in Denver's Capitol Hill neighborhood says he has to deal with persistent power outages from things like using the ...,2024-01-29 03:39:18.415493
/watch?v=i6dov9rqJkE&pp=ygUIQ2FwIEhpbGw%3D,/@DemocracyNow,Democracy Now!,"“Movements Work”: As Activists Occupy Seattle’s Capitol Hill, City Bans Tear Gas, Expels Cop Union",30K,3 years,"In Seattle, the fight to demilitarize and defund the police continues as the King County Labor Council voted to expel the Seattle ...",2024-01-29 03:39:18.417546
/watch?v=jp34QnPMxZA&pp=ygUIQ2FwIEhpbGw%3D,/@G_Gatto,G Gatto,Seattle Food Tour CAPITOL HILL (Where to eat in Cap Hill),1.5K,1 year,"I am back with another Seattle Food tour! This time I am sticking to the Capitol Hill neighborhood or as it is commonly referred to, ...",2024-01-29 03:39:18.420683
/watch?v=tu0-II7D8wA&pp=ygUIQ2FwIEhpbGw%3D,/@SomewhereInColorado,Somewhere in Colorado,Capitol Hill Denver CO [FULL NEIGHBORHOOD TOUR],6.2K,3 years,"Capitol Hill Denver At the center of the city, Capitol Hill is an awesome Denver Neighborhood. It boasts great music venues, ...",2024-01-29 03:39:18.425232
/watch?v=ZU-9zc9_ERA&pp=ygUIQ2FwIEhpbGw%3D,/@fox13seattle,FOX 13 Seattle,Shooting in Seattle's Capitol Hill leaves man in critical condition,2.1K,2 years,A man was critically injured in an early morning shooting Tuesday in Seattle's Capitol Hill neighborhood. Subscribe to Q13 FOX: ...,2024-01-29 03:39:18.428704
/watch?v=GLlF1jKYndY&pp=ygUIQ2FwIEhpbGw%3D,/@foodloverasian143,foodloverasian,"Eat and walk around Capitol Hill, Seattle, Washington, Private Tour 2023",808,9 months,"Exploring Capitol Hill, Seattle, Washington. Finding new places to eat and walk around the area. Bai Tong Thai Street Cafe ...",2024-01-29 03:39:18.432639
/watch?v=FxxPdfMmR6o&pp=ygUIQ2FwIEhpbGw%3D,/@APArchive,AP Archive,Ex-FBI Director Comey arrives for Cap Hill hearing,250,5 years,(7 Dec 2018) Ex-FBI Director James Comey has arrived for a hearing before lawmakers on Capitol Hill. Comey reached a deal to ...,2024-01-29 03:39:18.436152
/watch?v=x_tNNIodKUU&pp=ygUIQ2FwIEhpbGw%3D,/@nowthisnews,NowThis News,Seattle Protesters Create 'Police-Free' Capitol Hill Autonomous Zone | NowThis,127K,3 years,This is how BLM protesters were able to set up a 'police-free' zone amid ongoing Black Lives Matter protests sparked by the ...,2024-01-29 03:39:18.439469
/watch?v=dOWD2hYlaio&pp=ygUIQ2FwIEhpbGw%3D,/@CoffeeWithColeman,Coffee With Coleman,"Learn About the Capitol Hill Neighborhood in Washington, DC",1.5K,4 years,We created this video to highlight some of the history of Capitol Hill and why people love to live here. If you ever have any ...,2024-01-29 03:39:18.442451
/watch?v=wwEtLiJKWBE&pp=ygUIQ2FwIEhpbGw%3D,/@ABCNews,ABC News,DC mayor holds press conference on Capitol Hill siege,57K,3 years,"Mayor Muriel Bowser, Chief of Metro Police Robert J. Contee III, and Secretary of the Army Ryan McCarthy address Capitol Hill ...",2024-01-29 03:39:18.445497
/watch?v=nzHwMHrCgsE&pp=ygUIQ2FwIEhpbGw%3D,/@AmandaFelixEats,Amanda & Felix Eats,"WHAT TO EAT IN SEATTLE! || Starbucks Roastery, Chewy Noodles, and Famous Ice cream in Capitol Hill",34K,11 months,"ALOHA   We took you along on a Seattle Food tour in the Capitol Hill, Washington area home to the Starbucks Reserve Roastery, ...",2024-01-29 03:39:18.448392
/watch?v=1wlP3DP-F7A&pp=ygUIQ2FwIEhpbGw%3D,/@KING5Seattle,KING 5 Seattle,Over 50 shots fired outside Capitol Hill nightclub,9.5K,1 year,At least one man was injured after more than 50 gunshots were fired outside a Capitol Hill nightclub early Sunday morning.,2024-01-29 03:39:18.451167
/watch?v=IfxrY-Hy5iA&pp=ygUIQ2FwIEhpbGw%3D,/@APArchive,AP Archive,Ex-FBI Director Comey arrives for Cap Hill hearing,218,5 years,(7 Dec 2018) Ex-FBI Director James Comey has arrived for a hearing before lawmakers on Capitol Hill. Comey reached a deal to ...,2024-01-29 03:39:18.454037
/watch?v=1-qVgGLlTgs&pp=ygUIQ2FwIEhpbGw%3D,/@KatieKH1,Katie KH,SHOULD YOU VISIT CAP HILL SEATTLE? Walk with me Seattle,7.4K,2 years,Should you visit Cap Hill Seattle? #capitolhillseattle #seattleyoutuber #seattlewalkingtour Watch my last neighborhood video!,2024-01-29 03:39:18.458158
/watch?v=QICZqdyuJqw&pp=ygUIQ2FwIEhpbGw%3D,/@9news,9NEWS,"As Capitol Hill homeless camp grows, homeowners say they are worried about safety",3.1K,3 years,"The city deemed a camp around Washington Street and 13th Avenue unsafe and unclean, so the camp was pushed out and the ...",2024-01-29 03:39:18.461524
/watch?v=P4zW4kr8xfY&pp=ygUIQ2FwIEhpbGw%3D,/@fox13seattle,FOX 13 Seattle,Local artist talks Capitol Hill Block Party,446,6 months,"Capitol Hill Block Party's 25th anniversary is happening this weekend! Joining Good Day Seattle, local artist Avery Cochrane with ...",2024-01-29 03:39:18.464602
/watch?v=fAsJZIScOXU&pp=ygUIQ2FwIEhpbGw%3D,/@NBCNews,NBC News,Sexual Harassment Scandals: Is Capitol Hill Next? | NBC Nightly News,1.2K,6 years,"NBC News is a leading source of global news and information. Here you will find clips from NBC Nightly News, Meet The Press, ...",2024-01-29 03:39:18.467868
/watch?v=cusol8IRXTE&pp=ygUIQ2FwIEhpbGw%3D,/@GCC_CapHill,Grace Covenant Church Capitol Hill,Capitol Hill Sunday Service,115,Streamed 2 months,Capitol Hill Sunday Service.,2024-01-29 03:39:18.471551
/watch?v=bN8PbC3kMvw&pp=ygUIQ2FwIEhpbGw%3D,/@POLITICO,POLITICO,‘I’ve made mistakes’: Hunter Biden speaks on Capitol Hill,2.1K,1 month,Hunter Biden speaks on Capitol Hill at short press conference to address controversy surrounding him.,2024-01-29 03:39:26.575637
/watch?v=zheUHArpLhU&pp=ygUIQ2FwIEhpbGw%3D,/@msnbc,MSNBC,Biden Ends Trump Abortion Policy And Pushes Covid Aid On Cap Hill | The 11th Hour | MSNBC,24K,2 years,"On his ninth day in office, Pres. Biden has shifted to expanding Obamacare and ending some Trump abortion restrictions while ...",2024-01-29 03:39:26.578262
/watch?v=GoAhFTv4_GY&pp=ygUIQ2FwIEhpbGw%3D,/@Denver7,Denver7,Neighbors react to mock homeless camp on display in North Cap Hill,1.5K,3 years,Residents living in the city's North Capitol Hill neighborhood are reacting to a mock homeless camp on display in a church parking ...,2024-01-29 03:39:26.581555
/watch?v=-QjK_Jy4pns&pp=ygUIQ2FwIEhpbGw%3D,/@GCC_CapHill,Grace Covenant Church Capitol Hill,Capitol Hill Sunday Service,104,Streamed 2 weeks,Capitol Hill Sunday Service.,2024-01-29 03:39:26.583386
/watch?v=aeO51yMtuPE&pp=ygUIQ2FwIEhpbGw%3D,/@GCC_CapHill,Grace Covenant Church Capitol Hill,Capitol Hill Sunday Service,117,Streamed 2 months,Capitol Hill Sunday Service.,2024-01-29 03:39:26.584769
/watch?v=WcvPIWgC9Hw&pp=ygUIQ2FwIEhpbGw%3D,/@AssociatedPress,Associated Press,Cap. Hill officer's killing revives Jan 6th trauma,771,2 years,A Capitol Police officer was killed Friday after a man rammed a car into two officers at a barricade. It was the second line-of-duty ...,2024-01-29 03:39:26.586170
/watch?v=2xgVPbkRb6I&pp=ygUIQ2FwIEhpbGw%3D,/@KING5Seattle,KING 5 Seattle,Capitol Hill 'gun battle' investigation continues,1.7K,1 year,The city's Gun Violence Reduction Unit is investigating after dozens of shell casings were recovered from the scene. Matt Flannery ...,2024-01-29 03:39:26.587458
/watch?v=1w1mVg_DOYo&pp=ygUIQ2FwIEhpbGw%3D,/@danieldovinh,Daniel Dovinh - Seattle Real Estate Agent,"Welcome to Capitol Hill, Seattle, WA - Neighborhood Profile and Tour by Daniel Dovinh of Compass",50,1 year,"Welcome to Capitol Hill! This is one of Seattle's most fun and historic, neighborhoods. Your FOMO doesn't stand a chance when ...",2024-01-29 03:39:26.589414
/watch?v=sNu1DOaXr64&pp=ygUIQ2FwIEhpbGw%3D,/@Nexton9NEWS,Next 9NEWS,Cap Hill residents making public rights-of-way private,116,2 years,"Rights-of-way are the areas between the street and the sidewalk -- usually grassy, sometimes with trees, and in Denver, ...",2024-01-29 03:39:26.594018
/watch?v=cA3nPuiEtYc&pp=ygUIQ2FwIEhpbGw%3D,/@GCC_CapHill,Grace Covenant Church Capitol Hill,Capitol Hill Sunday Service,102,Streamed 4 months,Capitol Hill Sunday Service.,2024-01-29 03:39:26.595349
/watch?v=6cM_8nx8gDc&pp=ygUIQ2FwIEhpbGw%3D,/@LivingandmovingtoSeattle,Living and Moving to Seattle Washington,Avoid Moving to Capitol Hill Seattle [Unless you can handle these 7 things!] | Living in Seattle WA,2.8K,1 year,Curious about the Pros and cons of living in capitol hill? Living in Seattle can be one of the best places in the Nation to live - and ...,2024-01-29 03:39:26.598638
/watch?v=SPisdM4m7T0&pp=ygUIQ2FwIEhpbGw%3D,/@APArchive,AP Archive,Cap. Hill officers demand action in riot hearing,223,2 years,(27 Jul 2021) The Chairman of the House committee on the Jan. 6 insurrection wrapped up Tuesday's testimony by asking the ...,2024-01-29 03:39:26.600086
/watch?v=5LLMF692Ly0&pp=ygUIQ2FwIEhpbGw%3D,/@wagnerrealestategroup7604,Wagner Real Estate Group,"🦄 RARE! Breathtaking Penthouse Condo Loft in the Heart of Capitol Hill, Seattle, WA",838,2 years,"Rare, Modernist, Penthouse Loft. Enjoy living in the heart of Cap Hill featuring a private, 1500 sq. ft. rooftop deck, plus a ...",2024-01-29 03:39:26.601415
/watch?v=f7F-EiuGb0U&pp=ygUIQ2FwIEhpbGw%3D,/@msnbc,MSNBC,A Lack of Diversity on Capitol Hill,5.5K,2 years,"MSNBC delivers breaking news, in-depth analysis of politics headlines, as well as commentary and informed perspectives.",2024-01-29 03:39:26.603299
